Year,Entity,Gini – posttax_dis,Gini – posttax_nat,Gini – pretax,Top 1pc share – posttax_dis,Top 1pc share – posttax_nat,Top 1pc share – pretax,Top 10pc share – posttax_dis,Top 10pc share – posttax_nat,Top 10pc share – pretax,Bottom 50pc share – posttax_dis,Bottom 50pc share – posttax_nat,Bottom 50pc share – pretax,Ratio Top 10 Bottom 50 share – posttax_dis,Ratio Top 10 Bottom 50 share – posttax_nat,Ratio Top 10 Bottom 50 share – pretax
1985,Portugal,39.7204021136863,36.8681113879341,44.8251275098211,6.0600000000000005,5.7,7.68,28.7,27.35,32.46,23.48,25.380000000000003,20.61,122.23168654173764,107.76201733648543,157.4963609898108
1986,Portugal,40.185045726455996,37.2994246903993,44.682356963499394,6.68,6.279999999999999,8.07,29.04,27.67,32.49,23.25,25.17,20.72,124.90322580645162,109.93245927691697,156.80501930501933
1987,Portugal,40.4729018827521,37.5665939946038,44.6200273597128,6.800000000000001,6.38,8.17,29.32,27.94,32.39,23.18,25.11,20.75,126.48835202761002,111.2704101951414,156.09638554216866
1988,Portugal,40.498489400480096,37.590333381519095,45.100830001397604,6.97,6.54,8.36,29.61,28.2,32.81,23.200000000000003,25.130000000000003,20.49,127.62931034482756,112.21647433346595,160.12689116642267
1989,Portugal,40.6975461554523,37.7750987919052,45.1691704750148,7.22,6.77,8.690000000000001,29.87,28.44,32.910000000000004,23.09,25.02,20.48,129.36336076223475,113.66906474820144,160.69335937500003
1990,Portugal,40.320282000839,37.4249243868281,44.7282145855534,7.12,6.68,8.94,30.26,28.81,33.17,23.53,25.430000000000003,20.94,128.6017849553761,113.29138812426267,158.40496657115568
1991,Portugal,42.0388140151208,39.0200360894075,45.684770127094495,7.76,7.28,9.1,31.11,29.59,34.18,22.45,24.43,20.36,138.57461024498886,121.12157183790421,167.87819253438116
1992,Portugal,43.492888054767796,40.369698522133305,46.6044356841178,7.84,7.340000000000001,9.2,31.83,30.26,34.77,21.41,23.46,19.79,148.66884633348903,128.9855072463768,175.69479535118748
1993,Portugal,46.2442453918126,42.9234799345179,48.4497537360479,8.38,7.85,9.59,33.77,32.06,36.06,19.72,21.89,18.61,171.24746450304264,146.4595705801736,193.76679204728643
1994,Portugal,47.3959680473102,43.9925097030693,49.5560361431454,8.53,7.979999999999999,9.67,33.800000000000004,32.09,36.33,18.790000000000003,21.03,17.7,179.8829164449175,152.5915359010937,205.25423728813558
1995,Portugal,47.3462354735867,43.9624649232914,49.422230481483396,8.5,7.960000000000001,9.85,34.32,32.59,36.67,18.94,21.16,17.94,181.2038014783527,154.0170132325142,204.40356744704567
1996,Portugal,46.032274580959395,42.598205723488604,48.5997096778886,8.15,7.62,9.67,33.59,31.83,36.2,19.79,22.040000000000003,18.51,169.73218797372414,144.41923774954626,195.569962182604
1997,Portugal,46.5706684003345,42.9567511574787,49.194880849829694,8.48,7.9,10.13,34.4,32.51,37.02,19.68,22.03,18.360000000000003,174.79674796747966,147.57149341806627,201.63398692810458
1998,Portugal,45.180990490777,41.6691761588922,48.7273049781871,7.969999999999999,7.430000000000001,10.28,33.51,31.680000000000003,36.88,20.59,22.88,18.75,162.74890723652257,138.46153846153848,196.69333333333333
1999,Portugal,45.8942909335702,42.2164417808445,49.2053201494562,8.469999999999999,7.870000000000001,10.77,34.050000000000004,32.12,37.63,20.24,22.62,18.65,168.23122529644272,141.99823165340405,201.76943699731908
2000,Portugal,45.1786900212793,41.3796774375634,49.1268934379397,7.79,7.22,10.45,33.46,31.480000000000004,37.45,20.57,23.04,18.6,162.66407389402042,136.63194444444446,201.3440860215054
2001,Portugal,47.9756578981643,43.9171925784877,51.2648386566678,8.799999999999999,8.14,11.18,35.82,33.64,39.38,18.92,21.55,17.39,189.32346723044395,156.10208816705335,226.4519838987924
2002,Portugal,47.2652316080973,43.086792030362,50.2429617864516,8.36,7.71,10.31,35.09,32.87,38.06,19.29,22.0,17.810000000000002,181.90772420943497,149.40909090909088,213.700168444694
2003,Portugal,46.7545730060641,42.6507097810696,49.8243824180085,8.43,7.779999999999999,10.31,34.61,32.45,37.52,19.56,22.23,18.0,176.94274028629857,145.97390913180388,208.44444444444449
2004,Portugal,47.9420575126045,43.5117628482351,51.4771915730192,8.72,8.0,10.85,35.870000000000005,33.48,39.37,19.040000000000003,21.9,17.28,188.39285714285714,152.87671232876713,227.83564814814815
2005,Portugal,47.1814878184448,42.7542167720308,50.6508786059384,8.89,8.15,10.41,35.21,32.85,38.79,19.53,22.39,17.79,180.28673835125448,146.71728450200982,218.04384485666105
2006,Portugal,46.5729245331468,42.6245015729094,51.440938503683896,8.129999999999999,7.52,10.52,35.21,33.07,39.62,19.79,22.35,17.25,177.91814047498738,147.9642058165548,229.68115942028984
2007,Portugal,46.4985281191359,42.620853517922804,51.286221525543,8.649999999999999,8.01,11.1,35.44,33.32,39.54,20.04,22.54,17.51,176.84630738522952,147.82608695652175,225.8138206739006
2008,Portugal,44.942277035669896,41.0751282600732,49.662404705698,7.62,7.049999999999999,9.73,34.19,32.11,38.06,20.99,23.49,18.45,162.88708909004288,136.69646658152405,206.28726287262876
2009,Portugal,44.314622319388604,40.3924658382803,48.9517273195402,7.48,6.9,9.67,33.72,31.62,37.47,21.24,23.78,18.81,158.75706214689268,132.96888141295207,199.2025518341308
2010,Portugal,45.095578606908695,41.0021938164589,49.399829489313404,7.89,7.26,10.04,34.34,32.129999999999995,37.940000000000005,20.9,23.54,18.64,164.3062200956938,136.49107901444347,203.54077253218884
2011,Portugal,45.1855646094819,41.3295459888329,49.7641877458923,8.75,8.09,11.16,34.38,32.300000000000004,38.27,20.92,23.4,18.46,164.34034416826003,138.03418803418805,207.31310942578548
2012,Portugal,44.3449504290465,40.7875577402673,48.291433043805796,8.42,7.829999999999999,10.14,33.85,31.94,36.67,21.25,23.56,19.09,159.29411764705884,135.56876061120545,192.090099528549
2013,Portugal,44.7503490763703,41.162707331211,49.4254751559641,8.129999999999999,7.56,10.54,33.379999999999995,31.51,37.25,20.82,23.16,18.33,160.32660902977904,136.05354058721935,203.2187670485543
2014,Portugal,45.183401310874096,41.5379217432697,49.266064175589904,8.94,8.3,10.72,33.84,31.92,37.32,20.67,23.04,18.5,163.7155297532656,138.54166666666669,201.7297297297297
2015,Portugal,44.5232951136003,40.904116299099904,49.0710507836205,8.690000000000001,8.06,10.86,33.39,31.49,37.17,21.05,23.4,18.62,158.62232779097388,134.5726495726496,199.62406015037595
2016,Portugal,43.9846120166882,40.3802603496708,49.0209831283018,8.76,8.12,10.93,33.45,31.53,37.3,21.52,23.86,18.78,155.4368029739777,132.14585079631183,198.61554845580403
2017,Portugal,43.902005168187905,40.2948813768505,49.0039400938429,9.06,8.4,11.65,33.58,31.64,37.64,21.71,24.03,18.94,154.67526485490558,131.66874739908448,198.7328405491024
2007,Qatar,,,65.82842927835199,,,21.05,,,52.44,,,9.27,,,565.6957928802589
2012,Qatar,,,66.2364131877482,,,22.44,,,53.78,,,9.46,,,568.4989429175475
2018,Qatar,,63.3947502820234,,,20.76,,,51.31,,,10.95,,,468.58447488584477,
2019,Qatar,,63.3498457463681,,,20.75,,,51.29,,,10.98,,,467.1220400728597,
2020,Qatar,,63.3501949059429,,,20.75,,,51.29,,,10.97,,,467.54785779398355,
2021,Qatar,,63.350183326984,,,20.75,,,51.29,,,10.97,,,467.54785779398355,
1980,Romania,,,34.5587175450459,,,5.65,,,24.94,,,27.09,,,92.06349206349206
1981,Romania,,,34.5587175450459,,,5.65,,,24.94,,,27.09,,,92.06349206349206
1982,Romania,,,34.5587175450459,,,5.65,,,24.94,,,27.09,,,92.06349206349206
1983,Romania,,,34.5587175450459,,,5.65,,,24.94,,,27.09,,,92.06349206349206
1984,Romania,,,34.5587175450459,,,5.65,,,24.94,,,27.09,,,92.06349206349206
1985,Romania,,,34.5587175450459,,,5.65,,,24.94,,,27.09,,,92.06349206349206
1986,Romania,,,34.5587175450459,,,5.65,,,24.94,,,27.09,,,92.06349206349206
1987,Romania,,,34.5587175450459,,,5.65,,,24.94,,,27.09,,,92.06349206349206
1988,Romania,,,34.5587175450459,,,5.65,,,24.94,,,27.09,,,92.06349206349206
1989,Romania,31.796482677554298,30.3816582425598,34.5587175450459,2.66,2.58,5.65,20.36,19.9,24.94,27.23,28.25,27.09,74.7704737421961,70.4424778761062,92.06349206349206
1990,Romania,32.4811868184174,31.0357071098602,35.8351985568661,3.58,3.46,6.0600000000000005,24.28,23.64,25.95,28.19,29.160000000000004,26.23,86.12983327421071,81.06995884773661,98.93252001524971
1991,Romania,34.5464243014298,33.011675290757296,37.226945859515496,3.18,3.08,7.000000000000001,22.92,22.35,27.49,26.02,27.08,25.61,88.08608762490393,82.53323485967505,107.34088246778602
1992,Romania,32.834975222980404,31.3783700390334,38.2481423219227,2.54,2.47,7.06,19.2,18.790000000000003,27.85,24.47,25.6,24.81,78.46342460155292,73.3984375,112.25312374042727
1993,Romania,37.3815684715792,35.7256102007941,40.1272940198306,3.3300000000000005,3.22,8.42,23.67,23.07,30.070000000000004,23.77,24.93,23.94,99.5793016407236,92.53910950661853,125.60568086883876
1994,Romania,39.2320552896258,37.4965323799654,41.7394679420863,4.04,3.9,9.05,27.6,26.82,31.51,23.79,24.95,23.04,116.01513240857504,107.49498997995993,136.7621527777778
1995,Romania,47.214185569032004,45.139217862770096,47.8106172904617,4.15,4.01,12.79,28.71,27.88,37.01,17.39,18.83,19.58,165.09488211615871,148.0616038236856,189.0194075587334
1996,Romania,44.6932777597442,42.6493043492321,47.1356400218923,3.18,3.08,12.11,23.77,23.14,36.39,16.35,17.89,19.99,145.38226299694188,129.34600335382896,182.04102051025515
1997,Romania,47.656866709163396,45.3054998990277,48.1934223854267,5.25,5.029999999999999,13.04,33.129999999999995,31.99,37.57,18.61,20.16,19.5,178.02256851155292,158.68055555555554,192.66666666666669
1998,Romania,46.1330813509833,44.068577229937,48.8211006963994,3.53,3.41,13.47,25.26,24.58,38.58,16.1,17.61,19.3,156.89440993788818,139.57978421351504,199.8963730569948
1999,Romania,41.3263217685645,38.8333422022338,47.5144075974573,3.37,3.22,12.4,22.0,21.27,36.8,16.470000000000002,18.49,19.8,133.57619914996963,115.03515413737155,185.85858585858583
2000,Romania,40.4706891075227,38.3324837765947,47.2665246155138,3.16,3.05,11.76,21.47,20.87,36.22,16.619999999999997,18.38,19.78,129.1817087845969,113.54733405875955,183.1142568250758
2001,Romania,45.833313049184,43.642706007634004,47.1618274355702,3.41,3.29,11.18,25.3,24.57,35.58,16.56,18.15,19.59,152.7777777777778,135.3719008264463,181.62327718223582
2002,Romania,46.142886413343895,43.6097340198532,49.3005767415315,4.3,4.109999999999999,12.87,25.66,24.8,38.01,15.3,17.21,18.6,167.7124183006536,144.1022661243463,204.3548387096774
2003,Romania,43.852390927844,41.4544035219942,52.432671520728704,5.67,5.390000000000001,15.02,25.41,24.57,41.1,14.91,16.830000000000002,16.97,170.4225352112676,145.9893048128342,242.19210371243372
2004,Romania,48.5271761380478,46.1490163422956,52.0583599233802,4.48,4.3,14.499999999999998,26.36,25.56,40.57,13.11,14.92,17.119999999999997,201.06788710907705,171.313672922252,236.97429906542058
2005,Romania,43.5631561268415,40.984448095861296,53.177999366428,4.390000000000001,4.17,15.010000000000002,23.83,23.01,41.56,14.54,16.64,16.470000000000002,163.8927097661623,138.28125,252.33758348512444
2006,Romania,49.2329938809211,46.2957562164395,53.2096939440031,5.48,5.2,14.72,28.02,26.950000000000003,41.36,13.47,15.64,16.35,208.01781737193764,172.3145780051151,252.96636085626906
2007,Romania,54.4283350096458,51.4380782786549,56.787289975771,8.83,8.36,17.89,35.120000000000005,33.75,45.26,12.78,14.82,14.66,274.8043818466354,227.73279352226717,308.73124147339695
2008,Romania,54.966169629083296,51.6110447404481,56.333209100282,10.27,9.64,18.19,36.73,35.099999999999994,45.11,13.05,15.3,15.03,281.45593869731795,229.4117647058823,300.13306719893546
2009,Romania,54.6041590752438,51.1292934701618,56.096453235251396,11.72,10.95,18.7,37.75,35.99,45.13,13.7,16.009999999999998,15.260000000000002,275.5474452554745,224.79700187382892,295.740498034076
2010,Romania,50.590319673669704,47.414534834083,51.8591070514397,7.779999999999999,7.31,14.59,33.02,31.58,40.17,15.73,17.88,17.080000000000002,209.91735537190084,176.62192393736018,235.18735362997657
2011,Romania,50.6764310024198,47.807274807918,52.717638067580495,8.16,7.71,14.35,34.01,32.66,40.25,16.13,18.04,16.36,210.84934903905767,181.0421286031042,246.02689486552566
2012,Romania,51.868317684328204,48.968576171533904,54.02854662853041,9.35,8.83,16.16,34.65,33.27,42.14,15.03,16.98,16.0,230.5389221556886,195.93639575971733,263.375
2013,Romania,47.8006130974449,45.0256795907829,53.2714907157384,7.06,6.67,14.88,30.26,29.09,40.93,16.650000000000002,18.59,16.17,181.74174174174175,156.48197955890265,253.12306740878165
2014,Romania,52.441373843457995,49.4954415243265,54.691885201667404,10.35,9.76,16.72,35.55,34.12,42.69,14.81,16.79,15.58,240.0405131667792,203.21620011911853,274.00513478818993
2015,Romania,49.840920008603504,47.1346288061814,54.3578702365082,8.82,8.35,16.689999999999998,33.15,31.9,42.42,16.27,18.1,15.740000000000002,203.74923171481254,176.24309392265192,269.5044472681067
2016,Romania,49.4910185878069,46.6405967323473,50.9768724570073,8.09,7.64,13.5,33.18,31.85,38.67,16.78,18.69,17.24,197.73539928486292,170.4119850187266,224.30394431554527
2017,Romania,49.751354184305804,46.9265786278985,51.862409818745505,7.22,6.84,13.63,32.36,31.09,39.36,16.16,18.08,16.63,200.24752475247521,171.95796460176993,236.68069753457607
2018,Romania,51.7634649135541,48.6405914566153,54.1533599977285,7.86,7.41,13.93,34.04,32.59,40.93,15.07,17.18,15.2,225.8792302587923,189.69732246798606,269.2763157894737
1820,Russia,,,,,,16.009999999999998,,,44.07,,,17.630000000000003,,,249.9716392512762
1850,Russia,,,,,,16.37,,,44.54,,,17.48,,,254.8054919908467
1880,Russia,,,,,,16.189999999999998,,,45.48,,,17.19,,,264.57242582897027
1900,Russia,,,,,,17.990000000000002,,,46.88,,,16.74,,,280.0477897252091
1905,Russia,,,57.7294657939611,,,18.35,,,47.83,,,15.06,,,317.5962815405046
1910,Russia,,,,,,17.990000000000002,,,46.88,,,16.74,,,280.0477897252091
1920,Russia,,,,,,4.1000000000000005,,,23.5,,,29.360000000000003,,,80.0408719346049
1928,Russia,,,33.6667525098486,,,3.76,,,23.28,,,27.21,,,85.55678059536935
1930,Russia,,,,,,4.1000000000000005,,,23.5,,,29.360000000000003,,,80.0408719346049
1934,Russia,,,36.2728401718743,,,4.41,,,25.66,,,25.73,,,99.72794403420131
1940,Russia,,,,,,4.2,,,25.7,,,27.1,,,94.83394833948338
1950,Russia,,,,,,6.0,,,26.6,,,25.19,,,105.59745930924971
1956,Russia,,,39.4312080109326,,,5.62,,,26.290000000000003,,,22.62,,,116.22458001768348
1959,Russia,,,39.5796553076733,,,4.7,,,26.91,,,23.25,,,115.74193548387098
1960,Russia,,,,,,5.0,,,26.700000000000003,,,25.37,,,105.24241229798976
1961,Russia,,,38.6065767365822,,,4.61,,,26.37,,,23.92,,,110.24247491638796
1964,Russia,,,36.8047320209876,,,4.43,,,25.36,,,25.180000000000003,,,100.71485305798251
1966,Russia,,,34.2782356588405,,,4.18,,,23.95,,,26.93,,,88.93427404381731
1968,Russia,,,31.3850824375275,,,3.9,,,22.33,,,28.95,,,77.13298791018998
1970,Russia,,,,,,4.8,,,24.6,,,29.64,,,82.99595141700405
1972,Russia,,,32.1880734720821,,,4.06,,,22.55,,,28.22,,,79.90786676116231
1976,Russia,,,31.8253467581867,,,3.9,,,22.24,,,28.46,,,78.14476458186928
1980,Russia,,,31.198177765169397,,,3.56,,,21.68,,,28.84,,,75.17337031900139
1981,Russia,,,31.526929662616098,,,3.790000000000001,,,22.040000000000003,,,28.69,,,76.82119205298014
1982,Russia,,,31.829908190946497,,,4.01,,,22.38,,,28.54,,,78.41625788367203
1983,Russia,,,32.110004822299295,,,4.2,,,22.69,,,28.410000000000004,,,79.86624428018303
1984,Russia,,,32.3697305548174,,,4.390000000000001,,,22.98,,,28.29,,,81.23011664899258
1985,Russia,,,32.6112115943533,,,4.5600000000000005,,,23.24,,,28.18,,,82.46983676366216
1986,Russia,,,32.6886754531888,,,4.71,,,23.27,,,28.13,,,82.72307145396374
1987,Russia,,,32.7629084262251,,,4.87,,,23.3,,,28.08,,,82.977207977208
1988,Russia,,,32.8341193571625,,,5.01,,,23.33,,,28.03,,,83.23225115947199
1989,Russia,,,34.1719305174405,,,5.62,,,24.68,,,27.31,,,90.36982790186745
1990,Russia,,,32.5535896276179,,,7.449999999999999,,,23.95,,,28.37,,,84.42016214310891
1991,Russia,,,33.5506445045397,,,8.52,,,25.01,,,27.91,,,89.60945897527768
1992,Russia,,,43.5351718425831,,,10.13,,,32.45,,,21.67,,,149.746192893401
1993,Russia,,,45.9436321354868,,,11.11,,,34.21,,,20.3,,,168.52216748768473
1994,Russia,,,53.655271435194194,,,12.08,,,40.29,,,15.53,,,259.43335479716677
1995,Russia,,,56.1854111647637,,,13.78,,,42.3,,,14.17,,,298.51799576570215
1996,Russia,,,63.433852911076706,,,16.16,,,48.32,,,9.9,,,488.080808080808
1997,Russia,,,59.230730410122604,,,15.23,,,45.33,,,12.62,,,359.19175911251983
1998,Russia,,,56.3610812120643,,,14.89,,,43.44,,,14.56,,,298.3516483516483
1999,Russia,,,58.164423685754194,,,18.45,,,46.52,,,14.12,,,329.4617563739377
2000,Russia,,,60.142882689561404,,,21.59,,,49.17,,,13.43,,,366.120625465376
2001,Russia,,,60.790582148291605,,,24.53,,,49.86,,,13.27,,,375.73474001507157
2002,Russia,,,59.3058932702775,,,23.91,,,48.05,,,13.750000000000002,,,349.4545454545454
2003,Russia,,,59.62596507554569,,,23.25,,,48.07,,,13.41,,,358.46383296047725
2004,Russia,,,58.917473692198996,,,21.88,,,47.8,,,13.89,,,344.1324694024478
2005,Russia,,,58.2646125493056,,,23.89,,,47.16,,,14.35,,,328.6411149825784
2006,Russia,,,59.6969508756104,,,24.7,,,49.04,,,13.76,,,356.3953488372093
2007,Russia,,,59.8158425759777,,,25.9,,,48.67,,,13.54,,,359.453471196455
2008,Russia,,,61.211943904171996,,,23.75,,,51.6,,,13.11,,,393.59267734553777
2009,Russia,,,58.6251076271338,,,20.58,,,49.23,,,14.53,,,338.81624225739847
2010,Russia,,,54.910904824806295,,,19.03,,,45.21,,,16.46,,,274.6658566221142
2011,Russia,,,56.4876105682686,,,20.3,,,47.74,,,15.989999999999998,,,298.56160100062544
2012,Russia,,,54.6766805556679,,,18.81,,,45.18,,,16.63,,,271.6776909200241
2013,Russia,,,56.0877940730208,,,19.91,,,47.0,,,16.0,,,293.75
2014,Russia,,,54.3938017868399,,,19.1,,,45.02,,,16.85,,,267.18100890207717
2015,Russia,,,54.069285343224706,,,18.6,,,44.86,,,17.080000000000002,,,262.6463700234192
2016,Russia,,,54.3336897291979,,,19.44,,,45.3,,,17.02,,,266.1574618096357
2017,Russia,,,53.967571921259605,,,20.0,,,45.09,,,17.34,,,260.0346020761246
2018,Russia,,44.1476650605651,,,17.79,,,40.26,,,23.67,,,170.0887198986058,
2019,Russia,,44.2104974323236,,,17.53,,,40.41,,,23.65,,,170.86680761099365,
2020,Russia,,47.9456933841753,,,20.85,,,44.88,,,22.07,,,203.352967829633,
2021,Russia,,47.9457431075552,,,20.85,,,44.88,,,22.07,,,203.352967829633,
1984,Rwanda,,,50.7609315654039,,,10.47,,,40.13,,,18.09,,,221.83526810392485
2000,Rwanda,,,68.0772032264478,,,24.11,,,59.84,,,10.13,,,590.720631786772
2005,Rwanda,,,70.7658176440646,,,27.03,,,62.870000000000005,,,9.01,,,697.780244173141
2010,Rwanda,,,67.3376267757376,,,23.69,,,58.98,,,10.51,,,561.1798287345385
2013,Rwanda,,,65.5565449798587,,,22.73,,,56.97,,,11.33,,,502.82436010591346
2016,Rwanda,,,63.608087573911796,,,19.89,,,53.94,,,11.84,,,455.5743243243243
2018,Rwanda,,59.259225165622794,,,18.11,,,50.22,,,14.18,,,354.16078984485193,
2019,Rwanda,,59.2038023482125,,,18.1,,,50.2,,,14.21,,,353.2723434201267,
2020,Rwanda,,59.2037914592872,,,18.1,,,50.2,,,14.21,,,353.2723434201267,
2021,Rwanda,,59.2034080277152,,,18.1,,,50.2,,,14.21,,,353.2723434201267,
2000,Sao Tome and Principe,,,51.7048380339091,,,9.12,,,39.69,,,16.84,,,235.68883610451303
2010,Sao Tome and Principe,,,50.9041617993925,,,8.95,,,39.38,,,17.5,,,225.02857142857144
2018,Sao Tome and Principe,,38.588941970593,,,7.37,,,33.43,,,25.45,,,131.3555992141454,
2019,Sao Tome and Principe,,38.5314377091256,,,7.359999999999999,,,33.410000000000004,,,25.480000000000004,,,131.1224489795918,
2020,Sao Tome and Principe,,38.5313302998931,,,7.359999999999999,,,33.410000000000004,,,25.480000000000004,,,131.1224489795918,
2021,Sao Tome and Principe,,38.5313655133452,,,7.359999999999999,,,33.410000000000004,,,25.480000000000004,,,131.1224489795918,
1980,Saudi Arabia,,,66.435694320959,,,21.03,,,55.55,,,9.89,,,561.6784630940343
1981,Saudi Arabia,,,66.4356805536649,,,21.03,,,55.55,,,9.89,,,561.6784630940343
1982,Saudi Arabia,,,66.4356835513594,,,21.03,,,55.55,,,9.89,,,561.6784630940343
1983,Saudi Arabia,,,66.435689070628,,,21.03,,,55.55,,,9.89,,,561.6784630940343
1984,Saudi Arabia,,,66.4356912941606,,,21.03,,,55.55,,,9.89,,,561.6784630940343
1985,Saudi Arabia,,,66.4356904792534,,,21.03,,,55.55,,,9.89,,,561.6784630940343
1986,Saudi Arabia,,,66.4356817178181,,,21.03,,,55.55,,,9.89,,,561.6784630940343
1987,Saudi Arabia,,,66.4356888261558,,,21.03,,,55.55,,,9.89,,,561.6784630940343
1988,Saudi Arabia,,,66.4356928075598,,,21.03,,,55.55,,,9.89,,,561.6784630940343
1989,Saudi Arabia,,,66.4356967656808,,,21.03,,,55.55,,,9.89,,,561.6784630940343
1990,Saudi Arabia,,,66.4356828831536,,,21.03,,,55.55,,,9.89,,,561.6784630940343
1991,Saudi Arabia,,,66.4356925398046,,,21.03,,,55.55,,,9.89,,,561.6784630940343
1992,Saudi Arabia,,,66.4356801462112,,,21.03,,,55.55,,,9.89,,,561.6784630940343
1993,Saudi Arabia,,,66.4356871264921,,,21.03,,,55.55,,,9.89,,,561.6784630940343
1994,Saudi Arabia,,,66.43569300546591,,,21.03,,,55.55,,,9.89,,,561.6784630940343
1995,Saudi Arabia,,,66.4356801462112,,,21.03,,,55.55,,,9.89,,,561.6784630940343
1996,Saudi Arabia,,,66.4144666556723,,,21.02,,,55.510000000000005,,,9.9,,,560.7070707070707
1997,Saudi Arabia,,,66.3930334185999,,,21.0,,,55.47,,,9.9,,,560.3030303030303
1998,Saudi Arabia,,,66.37140533835219,,,20.98,,,55.44,,,9.9,,,560.0
1999,Saudi Arabia,,,66.3689821985912,,,20.95,,,55.42,,,9.89,,,560.3640040444894
2000,Saudi Arabia,,,66.3684673856331,,,20.91,,,55.400000000000006,,,9.88,,,560.7287449392712
2001,Saudi Arabia,,,66.3702391856347,,,20.86,,,55.38,,,9.86,,,561.6632860040569
2002,Saudi Arabia,,,66.3747036736225,,,20.82,,,55.37,,,9.85,,,562.1319796954315
2003,Saudi Arabia,,,66.3824735312708,,,20.77,,,55.36,,,9.83,,,563.1739572736521
2004,Saudi Arabia,,,66.3942578650428,,,20.71,,,55.35,,,9.81,,,564.2201834862385
2005,Saudi Arabia,,,66.4110079110536,,,20.65,,,55.35,,,9.79,,,565.3728294177733
2006,Saudi Arabia,,,66.5026687432736,,,20.69,,,55.46,,,9.75,,,568.8205128205128
2007,Saudi Arabia,,,66.6034021966361,,,20.73,,,55.58,,,9.7,,,572.9896907216495
2008,Saudi Arabia,,,66.7135253778547,,,20.78,,,55.75,,,9.69,,,575.3353973168215
2009,Saudi Arabia,,,66.836165673471,,,20.82,,,55.95,,,9.68,,,577.9958677685951
2010,Saudi Arabia,,,66.4978029395463,,,20.86,,,55.55,,,9.86,,,563.3874239350913
2011,Saudi Arabia,,,66.16577304123939,,,20.9,,,55.17,,,10.05,,,548.955223880597
2012,Saudi Arabia,,,65.8391285991648,,,20.94,,,54.8,,,10.23,,,535.6793743890518
2013,Saudi Arabia,,,65.4917693941634,,,20.9,,,54.36,,,10.42,,,521.6890595009596
2014,Saudi Arabia,,,65.6414921721669,,,21.11,,,54.52,,,10.35,,,526.7632850241546
2015,Saudi Arabia,,,65.5251853052583,,,21.15,,,54.55,,,10.46,,,521.51051625239
2016,Saudi Arabia,,,65.3602687177539,,,21.09,,,54.50000000000001,,,10.58,,,515.1228733459358
2017,Saudi Arabia,,,65.2014318072645,,,21.03,,,54.45,,,10.69,,,509.354536950421
2018,Saudi Arabia,,62.0916177783187,65.0483723925483,,20.24,20.98,,52.580000000000005,54.41,,12.61,10.8,,416.97065820777163,503.7962962962962
2019,Saudi Arabia,,62.045666225434104,65.04836706072649,,20.24,20.98,,52.56999999999999,54.41,,12.64,10.8,,415.90189873417717,503.7962962962962
2020,Saudi Arabia,,62.045710317555304,65.048371205112,,20.24,20.98,,52.56999999999999,54.41,,12.64,10.8,,415.90189873417717,503.7962962962962
2021,Saudi Arabia,,62.0456580572622,65.048371205112,,20.24,20.98,,52.56999999999999,54.41,,12.64,10.8,,415.90189873417717,503.7962962962962
1991,Senegal,,,70.79160884298969,,,25.09,,,61.040000000000006,,,8.06,,,757.3200992555832
1994,Senegal,,,61.9927479230469,,,19.38,,,52.13,,,12.69,,,410.795902285264
2001,Senegal,,,61.7879435827046,,,19.09,,,51.82,,,12.64,,,409.96835443037975
2005,Senegal,,,58.168831918353405,,,13.5,,,46.77,,,13.750000000000002,,,340.1454545454545
2011,Senegal,,,58.92050759830511,,,13.18,,,47.71,,,13.38,,,356.57698056801195
2018,Senegal,,55.9535332111064,,,13.26,,,45.12,,,15.14,,,298.01849405548217,
2019,Senegal,,55.8900138095394,,,13.26,,,45.1,,,15.18,,,297.10144927536237,
2020,Senegal,,55.89002013089141,,,13.26,,,45.1,,,15.18,,,297.10144927536237,
2021,Senegal,,55.890012184818104,,,13.26,,,45.1,,,15.18,,,297.10144927536237,
1984,Serbia,43.3968620266938,40.2986398653301,44.0905212393815,8.98,8.41,9.36,31.16,29.65,32.41,20.93,23.0,20.84,148.87720974677495,128.91304347826087,155.51823416506716
1985,Serbia,42.4963450664254,39.4608961871576,42.637992359915,9.18,8.6,9.08,30.620000000000005,29.15,30.35,21.44,23.48,21.37,142.81716417910448,124.14821124361157,142.02152550304166
1986,Serbia,42.1489926268013,39.140440940233,43.1329521185031,8.51,7.969999999999999,9.28,29.42,28.03,30.59,21.3,23.34,21.0,138.12206572769955,120.09425878320481,145.66666666666666
1987,Serbia,44.122561191884,40.972424758022505,44.3349252116079,8.05,7.55,10.48,32.06,30.48,31.87,20.54,22.64,20.49,156.08568646543333,134.62897526501766,155.53928745729627
1988,Serbia,43.371753062630404,40.2789001046088,44.483814238132204,9.68,9.06,9.85,30.35,28.9,31.61,20.67,22.76,20.24,146.83115626511852,126.97715289982423,156.17588932806325
1989,Serbia,41.6577240197363,38.6943725448553,43.141510721466496,8.9,8.34,9.3,29.1,27.74,30.64,21.67,23.69,21.0,134.28703276419012,117.09582102152807,145.90476190476193
1998,Serbia,41.9233159342049,38.894235790740304,46.2670716144203,10.73,10.02,11.8,31.26,29.72,33.75,22.16,24.17,19.65,141.06498194945848,122.96235002068678,171.7557251908397
