"";"Entity";"Year";"headcount_ratio_1_00";"headcount_ratio_1_90";"headcount_ratio_3_20";"headcount_ratio_5_50";"headcount_ratio_10_00";"headcount_ratio_15_00";"headcount_ratio_20_00";"headcount_ratio_30_00";"headcount_ratio_40_00";"poverty_gap_index_1_00";"poverty_gap_index_1_90";"poverty_gap_index_3_20";"poverty_gap_index_5_50";"poverty_gap_index_10_00";"poverty_gap_index_15_00";"poverty_gap_index_20_00";"poverty_gap_index_30_00";"poverty_gap_index_40_00";"headcount_1_00";"headcount_1_90";"headcount_3_20";"headcount_5_50";"headcount_10_00";"headcount_15_00";"headcount_20_00";"headcount_30_00";"headcount_40_00";"total_shortfall_annual_1_00";"total_shortfall_annual_1_90";"total_shortfall_annual_3_20";"total_shortfall_annual_5_50";"total_shortfall_annual_10_00";"total_shortfall_annual_15_00";"total_shortfall_annual_20_00";"total_shortfall_annual_30_00";"total_shortfall_annual_40_00";"income_gap_ratio_1_00";"income_gap_ratio_1_90";"income_gap_ratio_3_20";"income_gap_ratio_5_50";"income_gap_ratio_10_00";"income_gap_ratio_15_00";"income_gap_ratio_20_00";"income_gap_ratio_30_00";"income_gap_ratio_40_00";"watts_index_1_00";"watts_index_1_90";"watts_index_3_20";"watts_index_5_50";"watts_index_10_00";"watts_index_15_00";"watts_index_20_00";"watts_index_30_00";"watts_index_40_00";"headcount_ratio_40_median";"headcount_ratio_50_median";"headcount_ratio_60_median";"poverty_gap_index_40_median";"poverty_gap_index_50_median";"poverty_gap_index_60_median";"headcount_40_median";"headcount_50_median";"headcount_60_median";"total_shortfall_annual_40_median";"total_shortfall_annual_50_median";"total_shortfall_annual_60_median";"income_gap_ratio_40_median";"income_gap_ratio_50_median";"income_gap_ratio_60_median";"watts_index_40_median";"watts_index_50_median";"watts_index_60_median";"headcount_ratio_40_median_est";"headcount_ratio_50_median_est";"headcount_ratio_60_median_est";"poverty_gap_index_40_median_est";"poverty_gap_index_50_median_est";"poverty_gap_index_60_median_est";"headcount_40_median_est";"headcount_50_median_est";"headcount_60_median_est";"total_shortfall_annual_40_median_est";"total_shortfall_annual_50_median_est";"total_shortfall_annual_60_median_est";"income_gap_ratio_40_median_est";"income_gap_ratio_50_median_est";"income_gap_ratio_60_median_est";"watts_index_40_median_est";"watts_index_50_median_est";"watts_index_60_median_est";"MeanPerDay";"MeanPerDay_est";"MedianPerDay";"MedianPerDay_est";"MedianPerDay_gp_est";"PPP";"Population";"share_decile_1";"share_decile_2";"share_decile_3";"share_decile_4";"share_decile_5";"share_decile_6";"share_decile_7";"share_decile_8";"share_decile_9";"share_decile_10";"share_decile_1_est";"share_decile_2_est";"share_decile_3_est";"share_decile_4_est";"share_decile_5_est";"share_decile_6_est";"share_decile_7_est";"share_decile_8_est";"share_decile_9_est";"share_decile_10_est";"threshold_decile_1_est";"threshold_decile_2_est";"threshold_decile_3_est";"threshold_decile_4_est";"threshold_decile_5_est";"threshold_decile_6_est";"threshold_decile_7_est";"threshold_decile_8_est";"threshold_decile_9_est";"average_decile_1_est";"average_decile_2_est";"average_decile_3_est";"average_decile_4_est";"average_decile_5_est";"average_decile_6_est";"average_decile_7_est";"average_decile_8_est";"average_decile_9_est";"average_decile_10_est";"Gini";"Gini_est";"Polarization";"Polarization_est";"MLD";"MLD_est";"Palma";"P90_P10_ratio";"P90_P50_ratio";"Entropy_0_5";"Entropy_1_0";"Entropy_1_5";"Entropy_2_0";"Atkinson_0_5";"Atkinson_1_0";"Atkinson_1_5";"Atkinson_2_0";"Theil_0_0";"Theil_0_5";"Theil_1_0";"Theil_1_5";"Theil_2_0";"Var.Coeff";"survey_year";"is_interpolated";"distribution_type";"reporting_level";"estimation_type";"welfare_type";"comparable_spell";"survey_comparability";"survey_acronym";"IsSurveyYear";"MaxHeadcountRatio";"MonotonicityBreaks";"MonotonicityBreaksDistinct";"RowsWithIncreasingHeadcount";"DataframeRowsForGpinter";"reporting_gdp";"reporting_pce";"ISO3Year"
"AllCols90";"LAC";2002;0,044;0,119;0,2475;0,4477;0,691;0,8147;0,8753;0,9336;0,9571;0,0186;0,0475;0,1025;0,2072;0,3769;0,5049;0,5907;0,697;0,7594;23355888;63167060;131376868;237646158;366793600;432455494;464622921;495569472;508043639;6,789;32,94125;119,72;415,954;1375,685;2764,3275;4312,11;7632,15;11087,24;0,421556818181834;0,399245908889875;0,414951290485831;0,463284983476204;0,545183423140409;0,619319219132943;0,674979854508584;0,746138738540336;0,793416077688094;0,0243;0,0705;0,1611;0,3453;0,6852;0,9906;1,2332;1,5997;1,8708;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,1772;0,2389;0,2989;0,0711;0,0984;0,1269;94060530;126811854;158660792;64,567332;111,69876;172,860642;0,401687421657858;0,411791494571433;0,424300634125184;0,109;0,1543;0,2025;11,1421;11,1421;NA;6,22;6,22;NA;530815630;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0090556992135824;0,0198481646775953;0,028917992423831;0,0385304124747754;0,0496497061187199;0,0630363994087833;0,0807446100422035;0,107651531689617;0,160153909708692;0,4424115742422;615,39;992,069999999999;1364,005;1775,725;2270,3;2879,85;3741,25000000001;5161,1;8395;368,283197657946;807,198360137957;1176,05614635732;1566,98043724846;2019,18726549067;2563,606210362;3283,77549636201;4378,0440790219;6513,24570238305;17992,2881049787;NA;0,559601963418728;NA;NA;NA;0,588397812621476;4,59160515677559;13,6417556346382;3,69774919614148;0,531856570948889;0,575851805485609;0,720295425896244;1,04487081156575;0,2482488222206;0,444783867225904;0,771008693658486;0,989308839023831;0,575851805485609;0,588397812621476;0,588397812621476;0,588397812621476;0,588397812621476;1,44559386520955;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;6038;992;NA;NA;"LAC2002"
"AllCols91";"LAC";2003;0,0425;0,1142;0,2414;0,4424;0,6867;0,8119;0,8748;0,9336;0,9586;0,0182;0,0458;0,0991;0,2023;0,3721;0,5005;0,587;0,6944;0,7577;22860187;61426667;129845861;237961097;369366829;436710250;470543326;502171067;515618236;6,643;31,7623;115,7488;406,11725;1358,165;2740,2375;4285,1;7603,68;11062,42;0,434273809523826;0,401673591874426;0,41096278526971;0,457549362402304;0,542239812586658;0,616183506924834;0,670763149391113;0,743386692160759;0,790884006115461;0,0242;0,0686;0,1561;0,3366;0,6738;0,9777;1,2199;1,5863;1,8578;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,1735;0,236;0,2951;0,0696;0,0966;0,1248;93323351;126941272;158730379;63,916464;110,889555;171,913248;0,402259067976513;0,409322707553018;0,422898421851563;0,1074;0,152;0,1996;11,107;11,107;NA;6,29;6,28999999999999;NA;537886747;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,00929263358954191;0,0204435632734463;0,0296480218590556;0,039378619889596;0,0504546235012518;0,0638817334400162;0,0819927369312976;0,109326849387093;0,161669823364966;0,433911394763735;634,005;1013,24;1394,665;1803,1;2295,85;2916,35;3781,40000000001;5215,85;8402,29999999999;376,728476668503;828,793299065314;1201,94711257814;1596,43090856516;2045,45818678368;2589,80060861165;3324,03065120012;4432,17060391991;6554,18355761858;17591,006594989;NA;0,552388318696362;NA;NA;NA;0,572323434276519;4,39346824031642;13,2527345998848;3,65977742448331;0,515084254551165;0,553930843193919;0,685248730780386;0,978552059865902;0,240960140445174;0,435786997219266;0,767566102845569;0,98926236207057;0,553930843193919;0,572323434276519;0,572323434276519;0,572323434276519;0,572323434276519;1,39896537474371;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;6247;995;NA;NA;"LAC2003"
"AllCols92";"LAC";2004;0,037;0,1036;0,2236;0,4251;0,673;0,8053;0,8706;0,9321;0,9592;0,0157;0,0405;0,09;0,1893;0,3577;0,4875;0,5758;0,686;0,7513;20159840;56447553;121830819;231620219;366691149;438776199;474355593;507864517;522630238;5,7305;28,08675;105,12;380,01975;1305,605;2669,0625;4203,34;7511,7;10968,98;0,423540540540553;0,389266194331986;0,401478794642858;0,446367066895369;0,531276077265973;0,605372091097308;0,660964867967853;0,735968454935622;0,78336960375391;0,0197;0,0589;0,139;0,3096;0,6371;0,9368;1,1773;1,5425;1,8139;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,1685;0,2307;0,2918;0,0665;0,0932;0,1213;91809002;125699328;158990308;63,642495;111,476986;174,1316085;0,395940031237515;0,403259236948588;0,415305685297222;0,1008;0,1443;0,1913;11,3604;11,3604;NA;6,555;6,55;NA;544860548;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0098779051651342;0,0212540044764693;0,0305978512603098;0,0404128590349371;0,0514325336922614;0,0650540456942094;0,0832716415915439;0,110367812886617;0,16210976095248;0,425621585246038;676,710000000001;1073,83;1464,38;1890,7;2390,75;3033,15;3931,05;5358,2;8570,2;409,591881508666;881,307072458859;1268,75397752033;1675,73778979882;2132,67366851512;2697,49592957141;3452,8969235485;4576,45213053748;6721,95580838463;17648,5948181562;NA;0,543913588432558;NA;NA;NA;0,546854094166795;4,16693428765758;12,6645091693635;3,58473282442748;0,495770463852225;0,532403087571795;0,655400154429917;0,929374922304745;0,232523459874347;0,42123230189303;0,728204450490797;0,984578100517877;0,532403087571795;0,546854094166795;0,546854094166795;0,546854094166795;0,546854094166795;1,36335976345552;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;6117;998;NA;NA;"LAC2004"
"AllCols93";"LAC";2005;0,0365;0,0979;0,2077;0,4004;0,6505;0,7905;0,8611;0,9274;0,9555;0,0157;0,0392;0,0848;0,1776;0,3397;0,4694;0,5594;0,6728;0,7403;20139335;54017558;114601091;220925743;358921567;436168331;475122770;511704630;527209159;5,7305;27,1852;99,0464;356,532;1239,905;2569,965;4083,62;7367,16;10808,38;0,43563888888884;0,399403866809872;0,407674278846151;0,443877947794355;0,522318557177762;0,59392993148652;0,649556892457332;0,725656946713961;0,775150253615583;0,0209;0,0588;0,1338;0,2937;0,606;0,8984;1,1357;1,4984;1,7686;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,1719;0,233;0,2941;0,0694;0,096;0,124;94847990;128560684;162273379;70,67349;122,18448;189,4131;0,403421688755519;0,411887932000032;0,421690683441834;0,1083;0,1525;0,2;11,9495;11,9495;NA;6,975;6,97;NA;551762594;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,00959743578236238;0,0211491958804528;0,0307396608713406;0,0406694492512173;0,0520396248678778;0,0658771279210375;0,0839394627758061;0,110789849461361;0,16152998284245;0,423668210346094;700,070000000001;1134,42;1550,155;2003,85;2544,05;3226,6;4150,05;5650,2;8986,3;418,598639916889;922,43645403317;1340,73105817461;1773,82548097009;2269,74336535928;2873,2754013374;3661,07632810416;4832,17406740566;7045,23923441187;18478,5749702869;NA;0,542311515116316;NA;NA;NA;0,544631161706189;4,1472775092389;12,8362877997914;3,53228120516499;0,493310951087057;0,528619835255848;0,649702710651102;0,92021617002139;0,231445744639628;0,419944309359929;0,725521889601894;0,985058672172193;0,528619835255848;0,544631161706189;0,544631161706189;0,544631161706189;0,544631161706189;1,35662534991897;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;6083;994;NA;NA;"LAC2005"
"AllCols94";"LAC";2006;0,0291;0,0797;0,1784;0,3596;0,6166;0,768;0,8446;0,9184;0,9501;0,0123;0,0314;0,07;0,1538;0,3098;0,4402;0,5328;0,6511;0,7223;16255127;44520056;99653425;200870917;344429943;429001292;471789702;513014045;530721520;4,4895;21,7759;81,76;308,7535;1130,77;2410,095;3889,44;7129,545;10545,58;0,422982758620702;0,39274013157895;0,392866046348315;0,428311749001831;0,501892474315131;0,573037028344128;0,63106792455713;0,709112075763412;0,760285172803272;0,0161;0,0467;0,1091;0,2499;0,5401;0,8214;1,0533;1,4113;1,6797;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,166;0,2275;0,2899;0,0651;0,0915;0,1194;92726842;127080461;161936816;72,567621;127,4782575;199,644561;0,391924278647005;0,40108482826138;0,411669263600027;0,1012;0,1444;0,1911;12,8518;12,8518;NA;7,635;7,63;NA;558595432;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0102979469299797;0,0221775281211741;0,0317717745837506;0,0417945334377242;0,0530145583001083;0,0667199762052716;0,0846663398767342;0,11107056392626;0,161545723727246;0,416941054891751;803;1262,9;1716,595;2211,9;2784,95;3504;4485,85;6091,84999999999;9603,14999999999;483,067113394701;1040,32721906313;1490,38439797338;1960,54269464755;2486,86362631886;3129,77203421142;3971,61926392152;5210,2168581564;7577,95966252206;19558,317129791;NA;0,533898642199419;NA;NA;NA;0,519573841264606;3,93185631937352;11,9590909090909;3,44823066841415;0,477530186765545;0,512547497078063;0,628041639296917;0,883187065208397;0,224512900928251;0,405226037911432;0,66882745626685;0,975364179679908;0,512547497078063;0,519573841264606;0,519573841264606;0,519573841264606;0,519573841264606;1,32905008574425;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;5936;996;NA;NA;"LAC2006"
"AllCols95";"LAC";2007;0,0294;0,0756;0,1673;0,3423;0,5965;0,7531;0,8362;0,9148;0,9476;0,013;0,0309;0,0669;0,1463;0,2968;0,4256;0,5189;0,6397;0,713;16621460;42740897;94584023;193521286;337234727;425769443;472750509;517187474;535731144;4,745;21,42915;78,1392;293,69725;1083,32;2330,16;3787,97;7004,715;10409,8;0,447655172413732;0,406786703601096;0,400610029940117;0,427635832004252;0,49766808139339;0,565004582483102;0,620487246360445;0,698990045870552;0,752005452509141;0,0169;0,0462;0,105;0,2383;0,5164;0,7902;1,0186;1,3737;1,641;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,1671;0,2298;0,2917;0,0669;0,0932;0,1212;94470952;129918760;164914283;78,090363;136,003964;212,209686;0,400235176925695;0,405305913826477;0,414978254102877;0,1049;0,1484;0,1953;13,315;13,315;NA;7,995;7,99;NA;565355787;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0101201409037626;0,0222344841674846;0,0319214039150153;0,0421199452206216;0,0535294770266467;0,0675636913993751;0,0856537048876715;0,112319125035573;0,161825639950439;0,412712387493411;828,550000000001;1315,46;1789,23;2306,8;2916,35;3675,54999999999;4701,2;6365,60000000001;9928;491,836317887635;1080,59037191871;1551,37224991877;2047,0188077359;2601,51920112577;3283,57851108678;4162,74864411462;5458,68139694758;7864,68564518134;20057,7188540829;NA;0,531000378906185;NA;NA;NA;0,52295894361719;3,87902259056252;11,9823788546255;3,40425531914893;0,472773984215867;0,504756267984651;0,615585725408805;0,861315435657748;0,222417289598475;0,407236004758666;0,72616363571944;0,98654216284901;0,504756267984651;0,52295894361719;0,52295894361719;0,52295894361719;0,52295894361719;1,3124903318941;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;5975;996;NA;NA;"LAC2007"
"AllCols96";"LAC";2008;0,0264;0,0706;0,1576;0,3249;0,5786;0,7404;0,8283;0,9108;0,9456;0,0117;0,0284;0,0624;0,1377;0,2838;0,4117;0,5059;0,6291;0,7043;15102283;40387167;90156055;185861056;330991711;423550402;473834141;521028777;540936332;4,2705;19,6954;72,8832;276,43275;1035,87;2254,0575;3693,07;6888,645;10282,78;0,450769230769248;0,399177168272798;0,394792325949368;0,423396923076923;0,490744085150746;0,55617304614156;0,610849686725321;0,690429594298255;0,744464609201145;0,0149;0,0418;0,0969;0,2227;0,49;0,7573;0,9828;1,3356;1,6021;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,1674;0,2306;0,2911;0,0666;0,0932;0,121;95762206;131916157;166525557;81,240678;142,127204;221,26665;0,398965085986018;0,40495244240015;0,417194576364513;0,1039;0,1475;0,1942;13,7215;13,7215;NA;8,355;8,35;NA;572056189;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0103544452788792;0,0224974849357683;0,0323682536753298;0,0427402238882472;0,0542954473700188;0,0683139904834209;0,0866085455673695;0,113076012303644;0,162056081864942;0,407689514632381;864,685;1372,765;1876,1;2409;3047,75;3836,15;4901,95;6584,60000000001;10212,7;518,586601263614;1126,75222434343;1621,11462374204;2140,57893460143;2719,30468097015;3421,40203452665;4337,65692670971;5663,23963530922;8116,33172468075;20418,507613853;NA;0,526220809925759;NA;NA;NA;0,512243933910644;3,77628727996164;11,8108906711693;3,35089820359281;0,462726649020329;0,492410340544654;0,596727108557192;0,826669400641525;0,217981077528065;0,400850382890898;0,72430237193543;0,986904920239928;0,492410340544654;0,512243933910644;0,512243933910644;0,512243933910644;0,512243933910644;1,28582222771387;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;5892;997;NA;NA;"LAC2008"
"AllCols97";"LAC";2009;0,0244;0,0668;0,1503;0,3208;0,5767;0,7393;0,8283;0,9107;0,9459;0,0105;0,0265;0,0591;0,1333;0,2801;0,4086;0,5034;0,6275;0,7032;14120540;38657873;86980214;185650384;333742445;427840800;479346050;527031809;547402425;3,8325;18,37775;69,0288;267,59975;1022,365;2237,085;3674,82;6871,125;10266,72;0,438583333333352;0,395679497250593;0,393631250000001;0,415128292268479;0,486053645833333;0,552704141463312;0,607776292760919;0,688665766854036;0,743265206345688;0,0129;0,0382;0,0905;0,2131;0,4786;0,7452;0,9704;1,3233;1,5899;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,1621;0,2254;0,2878;0,0636;0,0897;0,1177;93809000;130441385;166552931;77,952612;137,4118785;216,52092;0,392677519687646;0,398701718158473;0,408474564594357;0,0979;0,1404;0,1867;13,734;13,734;NA;8,395;8,39000000000001;NA;578710672;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0107766580541333;0,0231075667601798;0,0329222180695823;0,0431344949635933;0,0545969846090132;0,0685712762549223;0,0870244758033116;0,113376898307354;0,16178395841425;0,40470546876366;896,805000000001;1404,155;1898;2430,9;3062,35;3847,09999999999;4923,85;6595,55;10201,75;540,224169261454;1158,36152487773;1650,3611618319;2162,29341147947;2736,89770116368;3437,41636451063;4362,45864999179;5683,48187293917;8110,08422974377;20287,5209142004;NA;0,522175508275442;NA;NA;NA;0,5029074580488;3,68111712240505;11,3756613756614;3,33134684147795;0,456199562340902;0,486374223035882;0,589436042794556;0,815342277026385;0,215092403627949;0,395230241621959;0,720469736543674;0,986924146944496;0,486374223035882;0,5029074580488;0,5029074580488;0,5029074580488;0,5029074580488;1,27698259739621;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;5871;997;NA;NA;"LAC2009"
"AllCols98";"LAC";2010;0,0226;0,0606;0,1372;0,3028;0,5599;0,7266;0,8202;0,9068;0,9432;0,0099;0,0245;0,0539;0,1234;0,2666;0,3946;0,4904;0,6169;0,6945;13225984;35464365;80292259;177204783;327664986;425221252;479997895;530677995;551980023;3,6135;16,99075;62,9552;247,7255;973,09;2160,435;3579,92;6755,055;10139,7;0,432739130434803;0,408166666666671;0,393661040145986;0,407207920792079;0,476667620751342;0,543285766758494;0,597855609756098;0,680037559720691;0,736351590668081;0,0119;0,035;0,0824;0,1962;0,4509;0,7113;0,9337;1,2842;1,5499;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,1579;0,2208;0,2842;0,0618;0,0874;0,115;92406325;129216697;166319680;78,769044;139,247865;219,949;0,390866283874897;0,395346571089446;0,404809966670251;0,0951;0,1366;0,1821;14,1957;14,1957;NA;8,73;8,72;NA;585220550;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,011043908429844;0,0236598869148003;0,0335327300858509;0,043670969646988;0,055039150605724;0,069013494648104;0,0873887274779376;0,113358857176704;0,161080997549721;0,402211277464326;950,825;1481,9;1992,9;2540,4;3182,8;4004,05;5102,7;6803,6;10486,45;572,23243977601;1225,92059686897;1737,47510415095;2262,78094093478;2851,81533642592;3575,88626081273;4527,98617910374;5873,6104002052;8346,29993674551;20840,2978049762;NA;0,51835307154773;NA;NA;NA;0,495130849436231;3,59414065327653;11,0287907869482;3,2947247706422;0,449718144154442;0,480121241090404;0,582332738576489;0,805782436666716;0,212218671503364;0,390508849495074;0,720294889696789;0,987335459740477;0,480121241090404;0,495130849436231;0,495130849436231;0,495130849436231;0,495130849436231;1,26947425075636;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;5752;998;NA;NA;"LAC2010"
"AllCols99";"LAC";2011;0,0211;0,056;0,1266;0,2856;0,5413;0,7115;0,8094;0,9005;0,9397;0,0094;0,0227;0,0498;0,115;0,2533;0,3799;0,476;0,6046;0,6841;12488222;33144096;74929331;169034889;320373199;421107576;479050558;532968900;556169767;3,431;15,74245;58,1664;230,8625;924,545;2079,9525;3474,8;6620,37;9987,86;0,44833333333325;0,40619360902254;0,392394192913382;0,403434768740031;0,4679875550029;0,534043382331523;0,588257272717286;0,6716452841691;0,72762214554696;0,011;0,0322;0,0759;0,182;0,4252;0,6784;0,897;1,2441;1,5084;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,1566;0,2203;0,2836;0,0611;0,0867;0,1141;92685097;130386506;167851172;81,400475;144,366771;227,806355;0,391752722163678;0,393952014666612;0,401584828900274;0,0941;0,1354;0,1804;14,741;14,741;NA;9,125;9,12000000000001;NA;591858856;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0111912464500353;0,0239460510677404;0,0338082608924011;0,0440080386804207;0,0554177965329323;0,069375154055577;0,0878430337147691;0,113664495256039;0,161155457863327;0,399590465486758;1001,195;1551,25;2084,15;2657,2;3328,8;4182,9;5318,05;7077,35;10877;602,141098307893;1288,4088965819;1819,04164442433;2367,8371183865;2981,73514622564;3732,7058826564;4726,36368396135;6115,67838467781;8670,91300592608;21499,8251388521;NA;0,51557167109716;NA;NA;NA;0,490301704376822;3,53765152929354;10,8640174990886;3,26754385964913;0,445118330750976;0,474809185640223;0,57487073344498;0,793313273912282;0,210176019852329;0,387558410000548;0,721461026975234;0,987794246735799;0,474809185640223;0,490301704376822;0,490301704376822;0,490301704376822;0,490301704376822;1,25961365022159;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;5672;996;NA;NA;"LAC2011"
"AllCols100";"LAC";2012;0,0142;0,0471;0,1182;0,271;0,5246;0,6961;0,7976;0,8926;0,9352;0,0061;0,0172;0,043;0,1062;0,2413;0,3669;0,4631;0,5929;0,6738;8497990;28186995;70736790;162179951;313946872;416581047;477323722;534176473;559670443;2,2265;11,9282;50,224;213,1965;880,745;2008,7775;3380,63;6492,255;9837,48;0,432892857142882;0,365425531914897;0,364161811440679;0,391817627014417;0,459244604393331;0,526946759872125;0,580086101069235;0,663821730984135;0,720548507301203;0,0054;0,0217;0,0609;0,161;0,3949;0,6422;0,857;1,2005;1,4631;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,1543;0,2197;0,2823;0,0573;0,0834;0,1113;92340835;131479466;168942436;79,098639;143,925048;230,340915;0,37164164497586;0,379026784340871;0,394614039967096;0,0831;0,1243;0,1694;15,3889;15,3889;NA;9,455;9,45;NA;598450003;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0119384917803662;0,0239362456307276;0,0336331221105208;0,0437562129520309;0,055093605493413;0,0689437398521661;0,0870488342422526;0,113103655184495;0,160728249761513;0,401817842992515;1056,31;1610,015;2171,75;2755,75;3449,25;4332,55;5526,1;7347,45000000001;11380,7;670,578934979903;1344,48658991147;1889,15514789007;2457,76394706591;3094,57944735818;3872,53436147014;4889,4881892377;6352,97406333064;9028,02301405554;22569,9013047004;NA;0,516410149498989;NA;NA;NA;0,478860503927683;3,54761959566667;10,7740152038701;3,2994708994709;0,445092282820739;0,478852002485988;0,584012468993152;0,812968756128416;0,210164445146208;0,380511105066598;0,657446402944157;0,979059065834026;0,478852002485988;0,478860503927683;0,478860503927683;0,478860503927683;0,478860503927683;1,2751225479368;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;5528;998;NA;NA;"LAC2012"
"AllCols101";"LAC";2013;0,0117;0,0422;0,1094;0,2625;0,5138;0,6863;0,7891;0,8885;0,9319;0,0052;0,0149;0,0387;0,0998;0,2332;0,358;0,4541;0,5849;0,6669;7078295;25530260;66185080;158807894;310839984;415199457;477391654;537526909;563783148;1,898;10,33315;45,2016;200,3485;851,18;1960,05;3314,93;6404,655;9736,74;0,426375000000028;0,353076441102761;0,355265194954129;0,380731783483692;0,453314105058366;0,521675850340136;0,575370373891001;0,658550844594595;0,715442449034335;0,0043;0,0183;0,054;0,1491;0,377;0,6202;0,8324;1,1734;1,435;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,1513;0,2176;0,2812;0,0546;0,0807;0,1087;91533845;131644182;170121066;77,12523;142,505709;230,1179;0,361157314714993;0,369829730990515;0,387976908866995;0,0782;0,1187;0,1634;15,8003;15,8003;NA;9,675;9,67;NA;604982453;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0123594402212092;0,0241975040012413;0,0336729197569877;0,0436769653771989;0,0549084500802944;0,0687840836841436;0,08693780039913;0,113067315504307;0,160571373942337;0,401824147033151;1107,775;1665,86;2222,85;2828,75;3529,55;4434,75;5657,5;7548,20000000001;11647,15;712,782451144174;1395,49655201847;1941,95415423262;2518,89841958015;3166,63044088342;3966,85342463619;5013,79814590927;6520,71589384385;9260,32696090905;23173,6385568428;NA;0,515617490211034;NA;NA;NA;0,475086836486449;3,52765632493428;10,5140032948929;3,29989658738365;0,444143756608729;0,479519094138339;0,586636359653918;0,819632608425225;0,209742898520958;0,378168943503641;0,655163881316803;0,9795533450465;0,479519094138339;0,475086836486449;0,475086836486449;0,475086836486449;0,475086836486449;1,28033793072394;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;5576;999;NA;NA;"LAC2013"
