Entity,Year,Gini coefficient,Palma ratio (S90/S40 ratio),S90/S10 ratio,S80/S20 ratio,S90/S50 ratio,P90/P10 ratio,P90/P50 ratio,P50/P10 ratio,P0-P10 - share of the bottom 10%,P0-P40 - share of the bottom 40%,P0-P50 - share of the bottom 50%,P10-P20 - share of national income,P20-P30 - share of national income,P30-P40 - share of national income,P40-P50 - share of national income,P50-P60 - share of national income,P50-P90 - share of the middle 40%,P60-P70 - share of national income,P70-P80 - share of national income,P80-P90 - share of national income,P90-P100 - share of the top 10%,P99.999-P100 - share of the top 0.001%,P99.99-P100 - share of the top 0.01%,P99.9-P100 - share of the top 0.1%,P99-P100 - share of the top 1%,Mean income,P0-P10 - mean income of the bottom 10%,P10-P20 - mean income,P20-P30 - mean income,P30-P40 - mean income,P40-P50 - mean income,P50-P60 - mean income,P60-P70 - mean income,P70-P80 - mean income,P80-P90 - mean income,P90-P100 - mean income of the top 10%,P99.999-P100 - mean income of the top 0.001%,P99.99-P100 - mean income of the top 0.01%,P99.9-P100 - mean income of the top 0.1%,P99-P100 - mean income of the top 1%,P0 - income threshold of the bottom 10%,P10 - income threshold,P20 - income threshold,P30 - income threshold,P40 - income threshold,P50 - income threshold (median),P60 - income threshold,P70 - income threshold,P80 - income threshold,P90 - income threshold of the top 10%,P99.999 - income threshold of the top 0.001%,P99.99 - income threshold of the top 0.01%,P99.9 - income threshold of the top 0.1%,P99 - income threshold of the top 1%
Armenia,2016,0.515597946715879,3.6982358,137.34483,20.813688,2.2943549,14.12483,2.5327492,5.5768766,0.29,10.77,17.36,2.34,3.8600000000000003,4.82,6.05,7.39,42.809999999999995,9.13,11.37,14.91,39.83,1.04,2.75,7.16,16.53,14548.59909624928,425.8385153650534,3406.71506067126,5610.022368225804,7013.076515626452,8803.484213117668,10758.29768418924,13284.40718527471,16546.54834847127,21690.58785219944,57947.01258864726,15097325.29706549,4000669.888968818,1042116.277229329,240428.1139547445,0.0,1703.358476392561,5024.90823066837,6053.628463471673,7726.368122624025,9499.420090352,11595.90432552738,14390.46126519335,18221.68910011612,24059.64874910961,9865327.084822364,1500579.498396584,373592.3825602328,73030.032307829
Armenia,2017,0.538975675509633,4.0540543,145.0,21.503731,2.5846703,13.344285,2.667273,5.0029697,0.3,10.73,16.830000000000002,2.3800000000000003,3.8899999999999997,4.67,5.59,6.74,39.68,8.27,10.530000000000001,14.13,43.5,1.02,2.82,7.7299999999999995,18.72,15892.2213164997,473.426440435774,3787.400170803012,6180.400723016018,7415.861515681308,8883.994919409452,10710.54956014476,13147.43580130267,16741.90027499018,22456.66565175479,69124.57936886825,16175140.39938281,4480651.22297977,1227719.816792937,297554.657408018,0.0,1893.700716106127,5586.41698637215,6570.253124815358,7918.586708585343,9474.126942932302,11502.57959344885,14335.94631126916,18581.28344771852,25270.08255170531,10691726.53392282,1767352.012557124,465813.1040418192,95013.30494649292
Armenia,2018,0.539864226096569,4.1031895,150.82759,21.788679,2.6129031,13.441583,2.6512175,5.0699658,0.29,10.66,16.74,2.36,3.8600000000000003,4.65,5.58,6.77,39.519999999999996,8.3,10.45,14.000000000000002,43.74,0.63,1.8900000000000001,5.99,17.46,16447.01369869346,484.198875364045,3873.561359795168,6356.139627932793,7644.905052354391,9180.005411340964,11132.15289397917,13647.62051599294,17188.89325405132,23028.56652750032,71934.09346862344,10346062.2161832,3110586.767622733,984635.7312556236,287133.374845996,0.0,1936.781625954516,5713.505228931664,6811.804164829341,8150.703038172393,9819.416909728308,11944.74957427248,14842.43176512416,19083.2234133693,26033.41047911269,6959762.726039044,1380692.136637016,444890.5125926324,114280.3346075874
Angola,1995,0.682465771714575,10.99053,483.58334,65.504585,6.3420763,37.382748,4.4578037,8.3859119,0.12,5.28,9.15,0.97,1.83,2.6599999999999997,3.5700000000000003,4.7,32.82,6.21,8.53,13.370000000000001,58.03,0.62,2.03,6.67,21.98,8814.53010221454,107.38367349816,859.0601484211242,1612.160488809794,2342.616116330959,3144.288359194227,4143.117339772713,5477.306027245781,7522.095977747584,11782.81594897486,51154.45742844306,5422223.517435785,1786041.583697315,588309.3188582056,193784.8759731068,0.0,429.5298310641369,1267.112369458499,1966.70396235623,2679.537309567885,3601.999347226641,4717.575570135993,6354.361928885453,8968.643114577475,16057.00574586285,2797469.880995523,921466.5961941727,303524.4870939392,99978.79500792954
Angola,2000,0.682465814322583,10.99053,483.58334,65.504585,6.3420763,37.382759,4.4578037,8.3859138,0.12,5.28,9.15,0.97,1.83,2.6599999999999997,3.5700000000000003,4.7,32.82,6.21,8.53,13.370000000000001,58.03,0.62,2.03,6.67,21.98,9491.963761387926,115.6312002394065,925.0826698290732,1736.067420775765,2522.656318300988,3385.939920127049,4461.533144883966,5898.259597601862,8100.200431902483,12688.37444715686,55085.89003159756,5838944.379747696,1923306.481811113,633523.3361335037,208678.0633001382,0.0,462.5408486216862,1364.495430490047,2117.853506089381,2885.470660645485,3878.82787407229,5080.140930541132,6842.721037515762,9657.920922412995,17291.05311925741,3012467.34176861,992285.1516607266,326851.6244441402,107662.5818995264
Angola,2008,0.609367853161926,6.7377048,259.57895,38.520958,4.0327063,26.217916,3.8323977,6.841126,0.19,7.32,12.23,1.48,2.59,3.45,4.53,5.800000000000001,38.45,7.48,10.15,15.010000000000002,49.32,0.25,0.98,3.8699999999999997,15.299999999999999,15034.64456796504,278.9307708375363,2231.482638664064,3896.688924171302,5180.339140883121,6806.563705216712,8721.84560270268,11245.29798239963,15267.45483858639,22569.21784766587,74148.62179705888,3706965.930803617,1467682.302835517,581092.790828464,230069.4390157554,0.0,1115.740103599906,3291.433281305081,4458.85123981451,5884.002463816492,7632.918714283132,9790.531523813805,12721.80270397997,17870.61207532759,29252.37987918808,2194391.585188991,868815.552580896,343986.2113799321,136192.9165860394
Angola,2018,0.68559671704061,11.070611,446.23077,62.086956,6.4170356,35.245251,4.4824843,7.862884,0.13,5.24,9.04,1.02,1.82,2.56,3.51,4.64,32.95,6.239999999999999,8.68,13.389999999999999,58.01,2.1,4.8500000000000005,11.23,25.979999999999997,14405.13117884684,184.0696245276923,1472.589577842509,2619.000657804276,3689.665304523308,5053.795042789922,6688.782604286087,8989.461311499219,12499.25564396441,19290.96018484706,83563.73378155532,30230156.98745922,6992856.450091214,1617591.390828092,374182.1209619328,0.0,736.294059481979,2172.067864506118,3114.58072896883,4283.906414330023,5789.39467608166,7622.290784039621,10416.87671501224,14879.78704124828,25950.86963743889,10953255.80318376,2533713.1977419,586099.9450376879,135576.9586101236
Argentina,1932,,,,,,,,,,,,,,,,,,,,,,,2.01,7.140000000000001,19.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1933,,,,,,,,,,,,,,,,,,,,,,,1.95,6.460000000000001,18.029999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1934,,,,,,,,,,,,,,,,,,,,,,,1.9,6.710000000000001,18.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1935,,,,,,,,,,,,,,,,,,,,,,,1.8399999999999999,6.69,18.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1936,,,,,,,,,,,,,,,,,,,,,,,1.79,6.84,19.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1937,,,,,,,,,,,,,,,,,,,,,,,1.73,6.97,19.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1938,,,,,,,,,,,,,,,,,,,,,,,1.68,6.84,19.470000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1939,,,,,,,,,,,,,,,,,,,,,,,1.6199999999999999,6.88,19.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1940,,,,,,,,,,,,,,,,,,,,,,,1.5699999999999998,6.7,19.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1941,,,,,,,,,,,,,,,,,,,,,,,1.47,7.17,19.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1942,,,,,,,,,,,,,,,,,,,,,,,1.83,7.46,18.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1943,,,,,,,,,,,,,,,,,,,,,,,1.79,7.580000000000001,20.150000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1944,,,,,,,,,,,,,,,,,,,,,,,1.53,6.9,19.220000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1945,,,,,,,,,,,,,,,,,,,,,,,1.3599999999999999,6.7,18.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1946,,,,,,,,,,,,,,,,,,,,,,,1.39,6.58,18.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1947,,,,,,,,,,,,,,,,,,,,,,,1.47,6.72,18.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1948,,,,,,,,,,,,,,,,,,,,,,,1.23,6.329999999999999,18.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1949,,,,,,,,,,,,,,,,,,,,,,,1.25,5.5,17.549999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1950,,,,,,,,,,,,,,,,,,,,,,,1.17,5.55,17.669999999999998,,,,,,,,,,,,,1435694.95745172,682072.6874320414,217065.2644780125,,,,,,,,,,,,,,
Argentina,1951,,,,,,,,,,,,,,,,,,,,,,,1.25,4.77,15.83,,,,,,,,,,,,,1565436.583486013,597523.8286676167,198220.6068302316,,,,,,,,,,,,,,
Argentina,1952,,,,,,,,,,,,,,,,,,,,,,,1.29,4.21,15.03,,,,,,,,,,,,,1488781.003167589,485476.0359281991,173283.1522690126,,,,,,,,,,,,,,
Argentina,1953,,,,,,,,,,,,,,,,,,,,,,,1.26,4.01,14.52,,,,,,,,,,,,,1506454.851959074,478632.8873845502,173205.5622201773,,,,,,,,,,,,,,
Argentina,1954,,,,,,,,,,,,,,,,,,,,,,,1.25,4.15,15.290000000000001,,,,,,,,,,,,,1518657.063801108,504663.4320976279,186114.6937057103,,,,,,,,,,,,,,
Argentina,1956,,,,,,,,,,,,,,,,,,,,,,,1.22,3.91,14.530000000000001,,,,,,,,,,,,,1572464.438587812,504765.4131041943,187485.3261532991,,,,,,,,,,,,,,
Argentina,1958,,,,,,,,,,,,,,,,,,,,,,,1.18,3.7199999999999998,13.4,,,,,,,,,,,,,1649075.589838615,519197.9984489643,186924.4735023842,,,,,,,,,,,,,,
Argentina,1959,,,,,,,,,,,,,,,,,,,,,,,1.17,3.7199999999999998,14.52,,,,,,,,,,,,,1480844.839521182,470497.6506378569,183886.2071517921,,,,,,,,,,,,,,
Argentina,1961,,,,,,,,,,,,,,,,,,,,,,,1.1400000000000001,3.58,13.58,,,,,,,,,,,,,1706438.319279812,533140.1057566862,202454.5768959547,,,,,,,,,,,,,,
Argentina,2001,0.660888058980976,15.893082,,,6.4382167,,4.3926072,,0.0,3.18,7.85,0.0,0.72,2.81,4.33,5.93,41.6,7.920000000000001,10.86,16.900000000000002,50.54,0.05,0.38999999999999996,2.83,14.099999999999998,19121.27362318218,0.0,0.0,1371.751751319364,5369.535864324245,8276.223987289388,11329.36506964239,15150.25416375093,20761.48887330563,32307.18404787806,96646.92389727168,986666.1784908326,745332.4900205411,540841.357140827,269696.5662500715,0.0,0.0,0.0,3706.677228386216,6741.02387166111,9809.989592964072,13102.9275619095,17533.87793013927,25030.63552466207,43091.43104663466,918734.279907958,697993.0032641098,396919.9411525999,158066.6469034138
Argentina,2002,0.666747022604395,16.11875,,,6.6213093,,4.5025272,,0.0,3.2,7.79,0.0,0.8,2.75,4.2299999999999995,5.74,40.64,7.7,10.63,16.56,51.580000000000005,0.05,1.43,3.6999999999999997,15.329999999999998,16051.74396149387,0.0,0.0,1290.237706646899,4416.961215857201,6792.430361388263,9218.769931641396,12363.41516610153,17066.2276852676,26580.73181465151,82788.66787764433,792799.9097625647,2294570.760795631,593873.8220873075,246064.9188675068,0.0,0.0,0.0,2894.585919410456,5689.884022840016,7963.430056825206,10721.9776877665,14513.04226925241,20355.15159945499,35855.56128026416,704079.2280205857,615358.5398458268,396749.3009401829,135207.9881040945
Argentina,2003,0.618951946441495,8.4192982,,148.41861,4.3786497,,3.7453063,,0.0,5.7,10.96,0.43,2.1999999999999997,3.4799999999999995,4.8500000000000005,6.34,41.05,8.1,10.77,15.83,47.99,0.05,2.09,3.7900000000000005,15.340000000000002,17454.47598158682,0.0,746.5584342347386,3835.856029050375,6077.984365217837,8468.396858830509,11066.07995878738,14146.51532693903,18807.16740558556,27624.98644454736,83771.2149926754,787476.8335801006,3647739.404871713,662189.9141708029,267689.7704511341,0.0,0.0,2441.746078499134,4797.728188965528,7242.823601616401,9597.926565474463,12744.65387641433,16066.80309961658,22338.89445891386,35947.17478963233,724200.5780844651,660924.3654740299,660924.3654740299,142561.2989917779
Argentina,2004,0.60244077391605,7.2590265,,102.59016,3.925297,,3.8862722,,0.0,6.370000000000001,11.78,0.61,2.4899999999999998,3.6999999999999997,4.97,6.370000000000001,41.980000000000004,8.309999999999999,10.95,16.34,46.239999999999995,0.04,0.41000000000000003,2.82,13.450000000000001,20597.48728991147,0.0,1252.65311701073,5128.323766118407,7630.990416054852,10244.19795855883,13125.84541300668,17122.59384842175,22555.63411750779,33665.14391874673,95249.48819942892,908205.4485857816,846924.5685602153,581723.0403218609,277045.3098639116,0.0,0.0,3487.39662166821,6412.169433644731,9177.3728476891,11453.98302924333,14949.35415392711,19685.61712941016,26484.39878897861,44513.29629888892,907990.0791093408,762924.799036234,377489.8147488709,159964.6708243004
Argentina,2005,0.592551154396394,6.6826348,,77.387497,3.6923077,,4.0847602,,0.0,6.68,12.09,0.8,2.4899999999999998,3.84,4.97,6.38,43.269999999999996,8.35,11.26,17.27,44.64,0.04,0.38999999999999996,2.21,11.559999999999999,22529.49987638013,0.0,1793.420484315295,5610.158291024497,8641.241370548465,11186.7181717906,14381.71063152785,18817.26687028127,25364.48823278581,38918.18428042701,100581.7975655404,891055.937841325,889142.1750518893,496790.6141807414,260397.3908561881,0.0,0.0,4052.282625681335,7084.622241577211,10057.22920608703,12513.63130182505,16325.38584824703,21670.77091196241,29982.03639650387,51115.18128209149,891055.9142544647,817572.8095213042,362812.9981877865,159428.9274582235
Argentina,2006,0.579356202747084,6.0995793,,65.096771,3.4163394,,3.892504,,0.0,7.13,12.73,0.9299999999999999,2.6599999999999997,4.01,5.13,6.54,43.78,8.72,11.469999999999999,17.05,43.49,0.05,0.43,2.04,10.36,23693.91026077463,0.0,2202.161473648717,6293.994975404854,9493.061529180713,12165.01536346141,15502.42742948829,20664.98430683111,27175.98697333243,40394.14278021389,103047.3234876649,1202759.597855575,1011938.896683269,482384.1352017188,245362.568642111,0.0,0.0,4664.957752767333,7870.349873603135,11126.35510795857,13651.69516334988,17818.57991007724,24209.53189082091,31768.48374723308,53139.27697087277,1148575.624537243,641786.2872850685,309077.9278489677,168941.1007769653
Argentina,2007,0.587504250234598,6.15625,,60.35294,3.5233281,,3.6438603,,0.0,7.359999999999999,12.86,1.02,2.8000000000000003,4.0,5.04,6.52,41.839999999999996,8.24,10.82,16.25,45.31,0.11,2.4,4.81,14.14,25047.6287853231,0.0,2555.818567320138,7014.425601291994,10007.62175051693,12627.54725966457,16321.02871188574,20643.26938560533,27110.12388254828,40713.1979499374,113483.2611772407,2765765.418162913,6001660.195295373,1204703.219465794,354132.6691013276,0.0,0.0,5223.226570357751,8685.681159469597,11510.33203831732,14557.84872663702,18391.65484310797,23292.65488317215,31850.28941126831,53046.76930507612,2140855.621570954,1266702.051352664,743704.1668364903,162989.6534840666
Argentina,2008,0.586483720495007,5.9398694,,49.222221,3.4793262,,4.0338969,,0.0,7.6499999999999995,13.059999999999999,1.26,2.91,3.91,4.97,6.279999999999999,41.5,7.9799999999999995,10.66,16.580000000000002,45.440000000000005,0.16,1.55,4.2,14.17,26361.52196851418,0.0,3332.332314038747,7673.513236517818,10317.55094959396,13108.87788346589,16555.70939406968,21043.3947381771,28093.64878014862,43711.0964613869,119779.095927743,4091932.886063819,4091790.365677309,1107008.21986727,373617.5963583959,0.0,0.0,5851.698461013445,8975.184137593063,11547.44274648899,14629.814381439,18519.66502206105,23779.74498938804,33120.85782074882,59015.1605406554,4091932.90965068,2895282.117753854,533640.8333566313,158347.2018844725
Argentina,2009,0.568986677963753,5.5411763,,49.616665,3.2065053,,3.8103321,,0.0,7.6499999999999995,13.22,1.2,2.93,3.9600000000000004,5.13,6.76,44.39,8.9,11.59,17.150000000000002,42.39,0.05,0.72,3.5900000000000003,11.81,24183.72357721633,0.0,2903.392395313911,7085.925951669566,9569.95469350939,12413.81599787916,16337.61885166296,21519.60486904989,28018.34880101504,41477.83678466348,102510.7309946199,1186813.703145725,1730252.983543631,868875.6778829743,285576.061804133,0.0,0.0,5433.42409162968,8427.578725083698,10933.62258455215,14121.819884285,18856.98499863765,24123.52776566589,33370.07658587053,53808.82216221769,1186584.005723828,771216.9956164147,328362.9521771217,156552.8314929682
Argentina,2010,0.570942913625752,5.3997526,,42.556339,3.1986804,814.73505,3.7828581,215.37552,0.0,8.08,13.639999999999999,1.4200000000000002,3.08,4.01,5.12,6.619999999999999,42.730000000000004,8.28,11.04,16.8,43.63,0.08,0.54,2.63,11.76,27105.52873332473,0.0,3847.15199083742,8361.762808019994,10876.82328087389,13875.06701818666,17934.75377371816,22438.8620053212,29913.36218083308,45539.20678431093,118268.301779666,2132601.972353159,1473802.652185407,711582.6242441314,318889.731485909,0.0,73.33583695496486,6539.13750222794,9882.354080129831,12156.06736639661,15794.74367675842,19825.90748549962,25592.63321042782,35669.83834286415,59749.27583399222,2132601.935900739,990486.8810343192,432987.6383651944,171603.9608044998
Argentina,2011,0.55481900045231,4.9009323,,37.621796,2.914068,231.02661,3.5054832,65.904358,0.0,8.58,14.430000000000001,1.5599999999999998,3.29,4.19,5.390000000000001,6.94,43.51,8.67,11.25,16.64,42.05,0.06,0.62,2.59,11.360000000000001,29469.50464514688,0.0,4610.686531653033,9694.669144811241,12333.75147298043,15898.51942896184,20458.00531984968,25555.05505357171,33161.74885933632,49049.30039829423,123933.2995207102,1826676.113166841,1826633.504575978,762031.204403886,334913.5142967379,0.0,277.3428795482315,7629.532319241035,11344.16904082268,13859.7913098019,18278.1034094719,23300.68299268822,28733.06068542799,38849.26990763394,64073.58357437139,1826676.070281641,1469018.816657113,478118.2649796734,201337.5889661696
Argentina,2012,0.536660613174198,4.3778028,,33.994049,2.61204,190.40584,3.6416523,52.285564,0.0,8.92,14.95,1.68,3.39,4.33,5.55,7.02,46.0,9.01,11.91,18.060000000000002,39.050000000000004,0.02,0.19,1.41,8.34,29179.54065111904,0.0,4909.429126204058,9884.652726871616,12627.65447266559,16194.41015768584,20497.43826162336,26298.27701921484,34744.45934423483,52683.88117201722,113955.2042306731,628879.8961638415,551577.0409386433,411572.8170505575,243303.5279477786,0.0,355.5762063896073,7853.96343852785,11616.59084362428,14104.46209942051,18591.50202126181,23258.74126669077,29794.01266810207,41555.78278066214,67703.78791339292,587204.6202050269,503369.499830966,316263.1073084578,167623.9461742833
Argentina,2013,0.541737712518808,4.4688196,,36.528664,2.6987224,2258.6836,3.5712037,632.47125,0.0,8.98,14.87,1.5699999999999998,3.47,4.42,5.41,6.97,45.0,9.13,11.68,17.22,40.129999999999995,0.03,0.31,1.7399999999999998,9.85,30356.24193395002,0.0,4769.018691553463,10533.82530376348,13422.09208889405,16427.44190391416,21150.15744458883,27716.84439955785,35466.74904355959,52258.79877706894,121817.4809652997,931631.5557798386,931624.434692311,529380.5703745391,298927.7042300595,0.0,29.3527754181607,8040.524781595792,12425.45289700943,14999.58558916312,18564.78668566865,23777.92022411075,30880.57140393881,42376.57764106037,66298.63287947701,931631.4893077778,871786.9075486625,408705.351731884,202239.1002065128
Argentina,2014,0.559397848719031,5.0550122,,41.363636,2.989877,845.65448,3.9833899,212.29518,0.0,8.18,13.83,1.43,3.15,4.04,5.21,6.6000000000000005,44.82,8.58,11.84,17.8,41.349999999999994,0.04,0.3,2.1,10.280000000000001,29086.22031077469,0.0,4168.480076182476,9170.440455043405,11745.01486476128,15156.83489775329,19187.17531064669,24958.35037511706,34449.57212920034,51763.84995787857,120262.4807526438,1237960.081266852,879600.9362885719,611396.5348555209,299142.1623959917,0.0,80.00234135813979,7244.339593450767,10679.45701156355,13194.91417252121,16984.11110352942,21831.50678734562,28543.03636242723,41090.66061835441,67654.3369888043,1162773.799376591,714707.8532041076,414349.4729573703,177249.4329137989
Argentina,2015,0.562881869449503,5.0279069,,41.676056,2.9923875,1421.3497,3.4250245,414.98965,0.0,8.6,14.45,1.4200000000000002,3.3000000000000003,4.36,5.38,6.68,42.309999999999995,8.53,11.15,15.939999999999998,43.24,0.04,0.31,2.6,15.6,29548.14966991216,0.0,4196.904387011839,9736.567985608295,12888.74171699977,15888.00612208221,19746.45836322672,25207.27537661599,32950.455621194,47110.7799826639,127756.3071437188,1131979.313579688,930737.9590032304,769083.0859392129,460856.9632390572,0.0,42.30196168087327,7531.316633270297,11587.06867166451,14189.32118972468,17554.87666851826,22214.03634219065,28226.88452077123,38391.9013895597,60125.88294266113,1092224.21389203,821505.039316968,662688.9628151521,173665.0449786316
